'Elapsed time','ECG','ECG'
4.088,-0.01,-0.207
4.092,-0.022,-0.212
4.096,-0.022,-0.193
4.1,-0.028,-0.172
4.104,-0.01,-0.165
4.108,-0.003,-0.155
4.112,-0.003,-0.147
4.116,-0.015,-0.168
4.12,-0.025,-0.18
4.124,-0.037,-0.17
4.128,-0.037,-0.172
4.132,-0.048,-0.163
4.136,-0.033,-0.135
4.14,-0.022,-0.135
4.144,-0.01,-0.138
4.148,-0.02,-0.155
4.152,-0.037,-0.163
4.156,-0.043,-0.168
4.16,-0.052,-0.16
4.164,-0.048,-0.152
4.168,-0.04,-0.14
4.172,-0.03,-0.138
4.176,-0.025,-0.145
4.18,-0.028,-0.15
4.184,-0.035,-0.16
4.188,-0.035,-0.165
4.192,-0.05,-0.158
4.196,-0.05,-0.155
4.2,-0.045,-0.138
4.204,-0.037,-0.133
4.208,-0.033,-0.13
4.212,-0.022,-0.128
4.216,-0.035,-0.147
4.22,-0.04,-0.155
4.224,-0.055,-0.147
4.228,-0.06,-0.145
4.232,-0.045,-0.142
4.236,-0.05,-0.128
4.24,-0.058,-0.125
4.244,-0.035,-0.133
4.248,-0.04,-0.147
4.252,-0.048,-0.158
4.256,-0.055,-0.145
4.26,-0.055,-0.155
4.264,-0.05,-0.135
4.268,-0.045,-0.117
4.272,-0.025,-0.142
4.276,-0.015,-0.138
4.28,-0.028,-0.145
4.284,-0.035,-0.155
4.288,-0.037,-0.155
4.292,-0.048,-0.16
4.296,-0.045,-0.152
4.3,-0.03,-0.135
4.304,-0.03,-0.14
4.308,-0.025,-0.135
4.312,-0.02,-0.14
4.316,-0.033,-0.16
4.32,-0.048,-0.158
4.324,-0.062,-0.168
4.328,-0.058,-0.145
4.332,-0.068,-0.14
4.336,-0.04,-0.125
4.34,-0.04,-0.125
4.344,-0.033,-0.12
4.348,-0.043,-0.147
4.352,-0.058,-0.147
4.356,-0.072,-0.15
4.36,-0.085,-0.14
4.364,-0.075,-0.135
4.368,-0.068,-0.122
4.372,-0.045,-0.12
4.376,-0.022,-0.133
4.38,-0.02,-0.15
4.384,-0.028,-0.172
4.388,-0.04,-0.172
4.392,-0.048,-0.177
4.396,-0.05,-0.15
4.4,-0.035,-0.16
4.404,-0.028,-0.15
4.408,-0.02,-0.138
4.412,-0.015,-0.145
4.416,-0.025,-0.16
4.42,-0.043,-0.158
4.424,-0.05,-0.165
4.428,-0.045,-0.168
4.432,-0.04,-0.145
4.436,-0.04,-0.147
4.44,-0.03,-0.147
4.444,-0.022,-0.147
4.448,-0.028,-0.15
4.452,-0.035,-0.172
4.456,-0.04,-0.172
4.46,-0.06,-0.17
4.464,-0.043,-0.172
4.468,-0.033,-0.17
4.472,-0.025,-0.165
4.476,-0.01,-0.17
4.48,-0.015,-0.17
4.484,-0.03,-0.182
4.488,-0.04,-0.18
4.492,-0.045,-0.16
4.496,-0.043,-0.155
4.5,-0.037,-0.138
4.504,-0.022,-0.13
4.508,-0.005,-0.12
4.512,-0.013,-0.13
4.516,-0.013,-0.138
4.52,-0.025,-0.155
4.524,-0.04,-0.14
4.528,-0.04,-0.135
4.532,-0.04,-0.117
4.536,-0.018,-0.117
4.54,-0.02,-0.12
4.544,-0.022,-0.105
4.548,-0.015,-0.12
4.552,-0.033,-0.133
4.556,-0.033,-0.135
4.56,-0.025,-0.147
4.564,-0.037,-0.122
4.568,-0.033,-0.113
4.572,-0.003,-0.098
4.576,-0.01,-0.115
4.58,-0.01,-0.13
4.584,-0.01,-0.133
4.588,-0.028,-0.13
4.592,-0.035,-0.128
4.596,-0.03,-0.12
4.6,-0.018,-0.11
4.604,-0.018,-0.102
4.608,0,-0.105
4.612,-0.003,-0.102
4.616,-0.013,-0.115
4.62,-0.028,-0.122
4.624,-0.028,-0.115
4.628,-0.03,-0.115
4.632,-0.018,-0.1
4.636,-0.015,-0.102
4.64,-0.005,-0.09
4.644,-0.003,-0.102
4.648,-0.007,-0.115
4.652,-0.013,-0.13
4.656,-0.015,-0.122
4.66,-0.018,-0.12
4.664,-0.025,-0.113
4.668,-0.01,-0.087
4.672,0,-0.095
4.676,0.003,-0.105
4.68,0,-0.12
4.684,-0.02,-0.12
4.688,-0.025,-0.13
4.692,-0.028,-0.133
4.696,-0.025,-0.122
4.7,-0.015,-0.113
4.704,0,-0.105
4.708,0.003,-0.105
4.712,0.005,-0.102
4.716,0.003,-0.125
4.72,-0.01,-0.142
4.724,-0.025,-0.13
4.728,-0.022,-0.125
4.732,-0.02,-0.13
4.736,-0.015,-0.115
4.74,-0.005,-0.117
4.744,0,-0.11
4.748,-0.007,-0.117
4.752,-0.018,-0.128
4.756,-0.03,-0.125
4.76,-0.037,-0.13
4.764,-0.028,-0.14
4.768,-0.013,-0.125
4.772,-0.005,-0.11
4.776,-0.015,-0.128
4.78,0,-0.142
4.784,-0.013,-0.152
4.788,-0.037,-0.16
4.792,-0.037,-0.158
4.796,-0.022,-0.147
4.8,-0.018,-0.135
4.804,0,-0.138
4.808,0.003,-0.13
4.812,0.005,-0.125
4.816,0.003,-0.133
4.82,-0.005,-0.14
4.824,-0.005,-0.122
4.828,-0.022,-0.117
4.832,-0.018,-0.095
4.836,-0.003,-0.077
4.84,0,-0.08
4.844,0.007,-0.075
4.848,0,-0.09
4.852,-0.007,-0.087
4.856,-0.02,-0.098
4.86,-0.028,-0.087
4.864,-0.02,-0.08
4.868,-0.013,-0.068
4.872,0,-0.068
4.876,0.01,-0.062
4.88,0.013,-0.068
4.884,0,-0.068
4.888,-0.015,-0.085
4.892,-0.02,-0.083
4.896,-0.015,-0.08
4.9,-0.018,-0.068
4.904,0.005,-0.06
4.908,0.01,-0.052
4.912,0.028,-0.07
4.916,0.007,-0.083
4.92,0,-0.087
4.924,-0.007,-0.083
4.928,-0.013,-0.083
4.932,-0.005,-0.068
4.936,0.005,-0.06
4.94,0.015,-0.055
4.944,0.013,-0.058
4.948,0.01,-0.06
4.952,0.005,-0.085
4.956,-0.003,-0.085
4.96,-0.013,-0.083
4.964,-0.015,-0.077
4.968,-0.007,-0.062
4.972,0.007,-0.055
4.976,0.013,-0.068
4.98,0.013,-0.087
4.984,-0.007,-0.092
4.988,-0.015,-0.1
4.992,-0.028,-0.095
4.996,-0.022,-0.1
5,-0.007,-0.08
5.004,0.003,-0.08
5.008,0.005,-0.087
5.012,0.015,-0.095
5.016,0.015,-0.107
5.02,0.003,-0.117
5.024,-0.005,-0.115
5.028,-0.02,-0.113
5.032,-0.013,-0.102
5.036,0,-0.098
5.04,0.003,-0.095
5.044,0.013,-0.105
5.048,0,-0.115
5.052,0,-0.138
5.056,-0.01,-0.138
5.06,-0.015,-0.13
5.064,-0.007,-0.113
5.068,-0.003,-0.09
5.072,0.01,-0.09
5.076,0.022,-0.107
5.08,0.013,-0.107
5.084,0.003,-0.11
5.088,-0.005,-0.122
5.092,-0.01,-0.117
5.096,-0.005,-0.102
5.1,-0.005,-0.107
5.104,0.015,-0.102
5.108,0.025,-0.105
5.112,0.043,-0.087
5.116,0.065,-0.06
5.12,0.065,-0.01
5.124,0.098,0.105
5.128,0.152,0.255
5.132,0.21,0.42
5.136,0.29,0.532
5.14,0.335,0.552
5.144,0.338,0.517
5.148,0.275,0.445
5.152,0.182,0.405
5.156,0.065,0.378
5.16,-0.02,0.388
5.164,-0.11,0.378
5.168,-0.17,0.385
5.172,-0.223,0.372
5.176,-0.255,0.352
5.18,-0.312,0.31
5.184,-0.357,0.25
5.188,-0.395,0.2
5.192,-0.383,0.133
5.196,-0.35,0.083
5.2,-0.302,0.043
5.204,-0.242,0.02
5.208,-0.22,-0.013
5.212,-0.217,-0.04
5.216,-0.215,-0.072
5.22,-0.23,-0.105
5.224,-0.223,-0.133
5.228,-0.195,-0.16
5.232,-0.16,-0.165
5.236,-0.105,-0.165
5.24,-0.072,-0.168
5.244,-0.06,-0.172
5.248,-0.06,-0.18
5.252,-0.068,-0.198
5.256,-0.077,-0.2
5.26,-0.077,-0.205
5.264,-0.075,-0.195
5.268,-0.068,-0.185
5.272,-0.052,-0.188
5.276,-0.052,-0.198
5.28,-0.05,-0.205
5.284,-0.05,-0.21
5.288,-0.075,-0.215
5.292,-0.083,-0.212
5.296,-0.077,-0.215
5.3,-0.07,-0.207
5.304,-0.055,-0.215
5.308,-0.035,-0.22
5.312,-0.052,-0.24
5.316,-0.045,-0.233
5.32,-0.06,-0.253
5.324,-0.062,-0.242
5.328,-0.065,-0.255
5.332,-0.05,-0.235
5.336,-0.04,-0.24
5.34,-0.028,-0.253
5.344,-0.03,-0.25
5.348,-0.028,-0.265
5.352,-0.037,-0.285
5.356,-0.045,-0.295
5.36,-0.043,-0.302
5.364,-0.033,-0.295
5.368,-0.04,-0.297
5.372,-0.01,-0.287
5.376,-0.01,-0.297
5.38,0,-0.31
5.384,-0.013,-0.325
5.388,-0.018,-0.347
5.392,-0.018,-0.35
5.396,0,-0.343
5.4,-0.003,-0.352
5.404,0.028,-0.35
5.408,0.028,-0.365
5.412,0.03,-0.385
5.416,0.033,-0.398
5.42,0.037,-0.407
5.424,0.035,-0.403
5.428,0.055,-0.4
5.432,0.058,-0.395
5.436,0.077,-0.395
5.44,0.09,-0.39
5.444,0.1,-0.4
5.448,0.107,-0.415
5.452,0.115,-0.43
5.456,0.117,-0.41
5.46,0.128,-0.415
5.464,0.147,-0.415
5.468,0.168,-0.388
5.472,0.19,-0.372
5.476,0.217,-0.367
5.48,0.233,-0.383
5.484,0.23,-0.375
5.488,0.233,-0.367
5.492,0.247,-0.367
5.496,0.255,-0.35
5.5,0.275,-0.335
5.504,0.285,-0.307
5.508,0.307,-0.312
5.512,0.325,-0.307
5.516,0.323,-0.302
5.52,0.305,-0.307
5.524,0.292,-0.285
5.528,0.28,-0.285
5.532,0.295,-0.263
5.536,0.287,-0.235
5.54,0.297,-0.242
5.544,0.295,-0.233
5.548,0.26,-0.24
5.552,0.217,-0.22
5.556,0.195,-0.215
5.56,0.177,-0.21
5.564,0.155,-0.203
5.568,0.152,-0.188
5.572,0.15,-0.17
5.576,0.142,-0.17
5.58,0.125,-0.177
5.584,0.113,-0.172
5.588,0.08,-0.17
5.592,0.07,-0.182
5.596,0.055,-0.155
5.6,0.048,-0.145
5.604,0.048,-0.142
5.608,0.058,-0.142
5.612,0.037,-0.138
5.616,0.022,-0.163
5.62,0.018,-0.158
5.624,0.007,-0.158
5.628,0.003,-0.14
5.632,0,-0.14
5.636,0.005,-0.128
5.64,0.022,-0.12
5.644,0.022,-0.12
5.648,0.015,-0.14
5.652,0.003,-0.14
5.656,0.003,-0.142
5.66,-0.01,-0.135
5.664,0,-0.11
5.668,0.003,-0.117
5.672,0.007,-0.107
5.676,0.013,-0.107
5.68,0.02,-0.117
5.684,0.003,-0.12
5.688,-0.003,-0.125
5.692,-0.013,-0.117
5.696,-0.015,-0.113
5.7,-0.007,-0.098
5.704,0.003,-0.095
5.708,0,-0.098
5.712,0.013,-0.102
5.716,0,-0.107
5.72,-0.007,-0.12
5.724,-0.018,-0.122
5.728,-0.025,-0.11
5.732,-0.028,-0.102
5.736,-0.013,-0.09
5.74,0,-0.083
5.744,0.005,-0.098
5.748,0.005,-0.107
5.752,-0.01,-0.122
5.756,-0.02,-0.117
5.76,-0.01,-0.125
5.764,-0.013,-0.1
5.768,-0.013,-0.1
5.772,0.003,-0.095
5.776,0.01,-0.098
5.78,0.003,-0.102
5.784,0.003,-0.113
5.788,-0.013,-0.11
5.792,-0.033,-0.117
5.796,-0.02,-0.102
5.8,-0.013,-0.087
5.804,-0.005,-0.092
5.808,0,-0.08
5.812,0.007,-0.085
5.816,0,-0.107
5.82,-0.007,-0.107
5.824,-0.02,-0.095
5.828,-0.02,-0.115
5.832,-0.025,-0.1
5.836,-0.018,-0.075
5.84,0,-0.085
5.844,0.003,-0.09
5.848,0.005,-0.09
5.852,-0.01,-0.1
5.856,-0.02,-0.115
5.86,-0.028,-0.098
5.864,-0.02,-0.09
5.868,-0.015,-0.07
5.872,-0.02,-0.07
5.876,-0.003,-0.062
5.88,-0.015,-0.08
5.884,-0.03,-0.08
5.888,-0.048,-0.087
5.892,-0.048,-0.077
5.896,-0.05,-0.065
5.9,-0.052,-0.055
5.904,-0.033,-0.052
5.908,-0.037,-0.05
5.912,-0.022,-0.058
5.916,-0.02,-0.087
5.92,-0.033,-0.083
5.924,-0.033,-0.09
5.928,-0.037,-0.095
5.932,-0.04,-0.09
5.936,-0.015,-0.072
5.94,-0.02,-0.065
5.944,-0.01,-0.075
5.948,-0.015,-0.085
5.952,-0.013,-0.095
5.956,-0.033,-0.1
5.96,-0.03,-0.092
5.964,-0.022,-0.085
5.968,0,-0.07
5.972,0,-0.068
5.976,0.003,-0.075
5.98,0.003,-0.075
5.984,-0.007,-0.087
5.988,-0.022,-0.092
5.992,-0.025,-0.087
5.996,-0.018,-0.08
6,-0.02,-0.075
6.004,-0.015,-0.062
6.008,-0.007,-0.065
6.012,-0.003,-0.058
6.016,-0.018,-0.077
6.02,-0.022,-0.075
6.024,-0.028,-0.077
6.028,-0.03,-0.08
6.032,-0.028,-0.077
6.036,-0.013,-0.062
6.04,0,-0.055
6.044,0,-0.058
6.048,-0.007,-0.077
6.052,-0.015,-0.075
6.056,-0.015,-0.075
6.06,-0.022,-0.08
6.064,-0.028,-0.068
6.068,-0.007,-0.058
6.072,0,-0.052
6.076,0.005,-0.043
6.08,0,-0.075
6.084,-0.02,-0.08
6.088,-0.015,-0.077
6.092,-0.02,-0.07
6.096,-0.015,-0.077
6.1,-0.015,-0.055
6.104,-0.005,-0.045
6.108,0,-0.05
6.112,0,-0.055
6.116,-0.015,-0.072
6.12,-0.025,-0.07
6.124,-0.037,-0.065
6.128,-0.02,-0.052
6.132,-0.025,-0.065
6.136,-0.015,-0.037
6.14,-0.013,-0.037
6.144,-0.003,-0.05
6.148,-0.003,-0.06
6.152,-0.015,-0.072
6.156,-0.02,-0.072
6.16,-0.018,-0.062
6.164,-0.028,-0.06
6.168,-0.01,-0.05
6.172,0,-0.043
6.176,0.007,-0.045
6.18,0.01,-0.058
6.184,0.003,-0.058
6.188,-0.013,-0.08
6.192,-0.022,-0.062
6.196,-0.01,-0.062
6.2,-0.01,-0.035
6.204,-0.003,-0.043
6.208,0.013,-0.043
6.212,0.003,-0.045
6.216,0.007,-0.058
6.22,0,-0.058
6.224,-0.02,-0.055
6.228,-0.013,-0.05
6.232,-0.025,-0.04
6.236,-0.015,-0.03
6.24,0.007,-0.04
6.244,0.007,-0.04
6.248,0.003,-0.048
6.252,-0.013,-0.052
6.256,-0.015,-0.065
6.26,-0.022,-0.058
6.264,-0.02,-0.048
6.268,-0.007,-0.037
6.272,0.003,-0.033
6.276,0,-0.035
6.28,0.015,-0.04
6.284,0.005,-0.055
6.288,-0.01,-0.07
6.292,-0.013,-0.062
6.296,-0.022,-0.052
6.3,-0.013,-0.035
6.304,0.005,-0.03
6.308,0.003,-0.022
6.312,0.013,-0.045
6.316,-0.005,-0.05
6.32,-0.003,-0.055
6.324,-0.018,-0.058
6.328,-0.025,-0.045
6.332,-0.022,-0.033
6.336,-0.01,-0.028
6.34,0.003,-0.028
6.344,0.005,-0.028
6.348,0,-0.043
6.352,0,-0.048
6.356,-0.013,-0.048
6.36,-0.013,-0.048
6.364,-0.01,-0.033
6.368,-0.005,-0.022
6.372,0,-0.015
6.376,0.005,-0.02
6.38,0,-0.03
6.384,-0.005,-0.045
6.388,-0.015,-0.055
6.392,-0.01,-0.052
6.396,-0.013,-0.05
6.4,-0.007,-0.03
6.404,0.005,-0.025
6.408,0.015,-0.03
6.412,0.028,-0.025
6.416,0.003,-0.043
6.42,0.007,-0.048
6.424,-0.007,-0.04
6.428,-0.015,-0.035
6.432,-0.018,-0.033
6.436,-0.005,-0.025
6.44,0.005,-0.022
6.444,0.007,-0.02
6.448,0.003,-0.033
6.452,-0.01,-0.05
6.456,-0.02,-0.048
6.46,-0.02,-0.033
6.464,-0.022,-0.03
6.468,-0.005,-0.025
6.472,0.013,-0.015
6.476,0.015,-0.022
6.48,-0.005,-0.022
6.484,-0.003,-0.035
6.488,-0.01,-0.033
6.492,-0.013,-0.043
6.496,-0.015,-0.035
6.5,-0.005,-0.025
6.504,0,-0.02
6.508,0.015,-0.02
6.512,0.018,-0.015
6.516,0,-0.04
6.52,-0.007,-0.048
6.524,-0.01,-0.037
6.528,-0.013,-0.05
6.532,-0.015,-0.033
6.536,-0.003,-0.013
6.54,0.01,-0.005
6.544,0.018,-0.015
6.548,0.005,-0.035
6.552,-0.005,-0.035
6.556,-0.013,-0.052
6.56,-0.015,-0.037
6.564,-0.007,-0.033
6.568,-0.007,-0.018
6.572,0.007,-0.005
6.576,0.022,-0.02
6.58,0.018,-0.015
6.584,0.013,-0.04
6.588,-0.007,-0.045
6.592,-0.005,-0.04
6.596,-0.01,-0.035
6.6,0.003,-0.028
6.604,0.007,-0.013
6.608,0.015,-0.025
6.612,0.015,-0.022
6.616,0.018,-0.04
6.62,0.007,-0.04
6.624,-0.01,-0.033
6.628,-0.013,-0.025
6.632,0,-0.013
6.636,0.007,-0.007
6.64,0.015,0.01
6.644,0.028,-0.003
6.648,0.022,-0.013
6.652,0.015,-0.018
6.656,-0.003,-0.01
6.66,-0.015,-0.013
6.664,-0.01,0.005
6.668,0,0.01
6.672,0.028,0.02
6.676,0.048,0.05
6.68,0.083,0.135
6.684,0.138,0.27
6.688,0.212,0.42
6.692,0.3,0.578
6.696,0.383,0.655
6.7,0.42,0.64
6.704,0.398,0.583
6.708,0.335,0.535
6.712,0.245,0.51
6.716,0.138,0.497
6.72,0.02,0.482
6.724,-0.095,0.46
6.728,-0.19,0.443
6.732,-0.263,0.412
6.736,-0.31,0.367
6.74,-0.312,0.3
6.744,-0.3,0.25
6.748,-0.263,0.185
6.752,-0.237,0.13
6.756,-0.225,0.087
6.76,-0.223,0.065
6.764,-0.21,0.058
6.768,-0.205,0.035
6.772,-0.188,0.013
6.776,-0.155,-0.02
6.78,-0.142,-0.043
6.784,-0.117,-0.075
6.788,-0.107,-0.083
6.792,-0.092,-0.08
6.796,-0.075,-0.08
6.8,-0.072,-0.08
6.804,-0.058,-0.085
6.808,-0.05,-0.083
6.812,-0.043,-0.09
6.816,-0.052,-0.113
6.82,-0.05,-0.105
6.824,-0.065,-0.11
6.828,-0.06,-0.102
6.832,-0.05,-0.098
6.836,-0.04,-0.09
6.84,-0.03,-0.087
6.844,-0.037,-0.095
6.848,-0.03,-0.113
6.852,-0.04,-0.12
6.856,-0.055,-0.125
6.86,-0.05,-0.133
6.864,-0.045,-0.12
6.868,-0.048,-0.122
6.872,-0.04,-0.117
6.876,-0.02,-0.125
6.88,-0.028,-0.128
6.884,-0.037,-0.147
6.888,-0.048,-0.16
6.892,-0.037,-0.165
6.896,-0.035,-0.155
6.9,-0.02,-0.158
6.904,-0.01,-0.16
6.908,-0.003,-0.165
6.912,0,-0.16
6.916,0,-0.193
6.92,-0.022,-0.198
6.924,-0.015,-0.203
6.928,-0.025,-0.21
6.932,-0.005,-0.225
6.936,0,-0.21
6.94,0.005,-0.228
6.944,0.013,-0.233
6.948,0.035,-0.242
6.952,0.028,-0.265
6.956,0.02,-0.265
6.96,0.028,-0.275
6.964,0.03,-0.273
6.968,0.035,-0.268
6.972,0.062,-0.26
6.976,0.072,-0.28
6.98,0.085,-0.282
6.984,0.08,-0.305
6.988,0.087,-0.305
6.992,0.083,-0.31
6.996,0.102,-0.312
7,0.12,-0.307
7.004,0.145,-0.285
7.008,0.17,-0.28
7.012,0.18,-0.31
7.016,0.177,-0.31
7.02,0.18,-0.312
7.024,0.18,-0.29
7.028,0.198,-0.302
7.032,0.205,-0.273
7.036,0.233,-0.265
7.04,0.265,-0.25
7.044,0.273,-0.242
7.048,0.282,-0.237
7.052,0.282,-0.228
7.056,0.285,-0.233
7.06,0.29,-0.237
7.064,0.297,-0.21
7.068,0.307,-0.195
7.072,0.33,-0.172
7.076,0.325,-0.17
7.08,0.333,-0.163
7.084,0.325,-0.16
7.088,0.307,-0.168
7.092,0.275,-0.152
7.096,0.275,-0.13
7.1,0.255,-0.117
7.104,0.25,-0.098
7.108,0.245,-0.095
7.112,0.235,-0.087
7.116,0.215,-0.095
7.12,0.198,-0.098
7.124,0.177,-0.098
7.128,0.155,-0.09
7.132,0.145,-0.068
7.136,0.128,-0.048
7.14,0.125,-0.06
7.144,0.115,-0.048
7.148,0.098,-0.055
7.152,0.09,-0.058
7.156,0.058,-0.052
7.16,0.052,-0.05
7.164,0.043,-0.04
7.168,0.037,-0.022
7.172,0.05,-0.02
7.176,0.055,-0.02
7.18,0.048,-0.022
7.184,0.03,-0.033
7.188,0.01,-0.033
7.192,0,-0.03
7.196,0.005,-0.028
7.2,0.015,-0.003
7.204,0.013,-0.005
7.208,0.025,0.005
7.212,0.025,-0.005
7.216,0.013,-0.013
7.22,0.005,-0.022
7.224,-0.005,-0.03
7.228,0,-0.015
7.232,-0.013,-0.005
7.236,0.005,0.013
7.24,0.015,0.018
7.244,0.025,0.022
7.248,0.005,-0.003
7.252,0.005,-0.01
7.256,-0.015,0
7.26,-0.015,0.005
7.264,-0.022,0.018
7.268,-0.013,0.022
7.272,0,0.025
7.276,0.005,0.035
7.28,0,0.018
7.284,-0.01,0.015
7.288,-0.015,0.005
7.292,-0.035,0.01
7.296,-0.033,0.018
7.3,-0.03,0.028
7.304,-0.007,0.028
7.308,0,0.03
7.312,-0.007,0.033
7.316,-0.007,0.015
7.32,-0.013,0.003
7.324,-0.022,0.013
7.328,-0.018,0
7.332,-0.02,0.022
7.336,-0.007,0.035
7.34,0,0.037
7.344,-0.003,0.025
7.348,0,0.02
7.352,-0.015,0.007
7.356,-0.028,0.015
7.36,-0.03,0.015
7.364,-0.028,0.043
7.368,-0.025,0.04
7.372,-0.02,0.052
7.376,-0.007,0.045
7.38,-0.005,0.048
7.384,-0.005,0.033
7.388,-0.01,0.02
7.392,-0.033,0.02
7.396,-0.03,0.025
7.4,-0.022,0.035
7.404,-0.015,0.045
7.408,-0.01,0.043
7.412,-0.005,0.035
7.416,-0.018,0.03
7.42,-0.018,0.015
7.424,-0.022,0.018
7.428,-0.025,0.018
7.432,-0.025,0.04
7.436,-0.013,0.048
7.44,0,0.058
7.444,-0.007,0.037
7.448,-0.003,0.043
7.452,-0.03,0.033
7.456,-0.033,0.04
7.46,-0.048,0.037
7.464,-0.052,0.052
7.468,-0.04,0.062
7.472,-0.035,0.08
7.476,-0.033,0.072
7.48,-0.035,0.058
7.484,-0.035,0.05
7.488,-0.045,0.045
7.492,-0.04,0.045
7.496,-0.037,0.05
7.5,-0.025,0.055
7.504,-0.015,0.065
7.508,-0.015,0.055
7.512,-0.003,0.048
7.516,-0.022,0.03
7.52,-0.028,0.037
7.524,-0.025,0.033
7.528,-0.037,0.03
7.532,-0.02,0.03
7.536,-0.02,0.045
7.54,-0.003,0.058
7.544,-0.003,0.05
7.548,-0.007,0.04
7.552,-0.01,0.028
7.556,-0.04,0.03
7.56,-0.033,0.035
7.564,-0.03,0.045
7.568,-0.022,0.068
7.572,-0.01,0.068
7.576,-0.005,0.075
7.58,-0.01,0.05
7.584,-0.022,0.045
7.588,-0.035,0.033
7.592,-0.037,0.048
7.596,-0.03,0.045
7.6,-0.025,0.058
7.604,-0.015,0.06
7.608,-0.003,0.062
7.612,-0.018,0.06
7.616,-0.02,0.055
7.62,-0.025,0.037
7.624,-0.037,0.043
7.628,-0.033,0.048
7.632,-0.037,0.062
7.636,-0.025,0.062
7.64,-0.005,0.068
7.644,0.003,0.065
7.648,-0.007,0.062
7.652,-0.025,0.055
7.656,-0.025,0.052
7.66,-0.035,0.065
7.664,-0.025,0.068
7.668,-0.015,0.068
7.672,-0.01,0.085
7.676,0.003,0.077
7.68,-0.01,0.083
7.684,-0.022,0.06
7.688,-0.02,0.052
7.692,-0.033,0.06
7.696,-0.037,0.068
7.7,-0.025,0.08
7.704,-0.018,0.095
7.708,0.005,0.072
7.712,-0.01,0.08
7.716,-0.022,0.07
7.72,-0.025,0.062
7.724,-0.033,0.07
7.728,-0.048,0.068
7.732,-0.037,0.077
7.736,-0.02,0.09
7.74,-0.013,0.085
7.744,-0.003,0.08
7.748,-0.007,0.07
7.752,-0.015,0.068
7.756,-0.025,0.06
7.76,-0.025,0.058
7.764,-0.037,0.065
7.768,-0.02,0.085
7.772,-0.01,0.102
7.776,-0.003,0.083
7.78,0,0.087
7.784,-0.003,0.07
7.788,-0.018,0.077
7.792,-0.02,0.072
7.796,-0.02,0.075
7.8,-0.018,0.098
7.804,-0.003,0.1
7.808,0.003,0.092
7.812,-0.003,0.095
7.816,-0.005,0.083
7.82,-0.022,0.09
7.824,-0.02,0.07
7.828,-0.022,0.08
7.832,-0.022,0.087
7.836,-0.015,0.107
7.84,0.003,0.087
7.844,0.007,0.095
7.848,0.01,0.077
7.852,0,0.077
7.856,-0.02,0.077
7.86,-0.018,0.077
7.864,-0.022,0.09
7.868,-0.015,0.098
7.872,0,0.102
7.876,0.005,0.1
7.88,-0.003,0.09
7.884,-0.007,0.092
7.888,-0.028,0.08
7.892,-0.028,0.083
7.896,-0.035,0.098
7.9,-0.025,0.113
7.904,-0.01,0.115
7.908,0,0.117
7.912,0,0.117
7.916,-0.003,0.092
7.92,-0.018,0.09
7.924,-0.033,0.083
7.928,-0.045,0.087
7.932,-0.02,0.113
7.936,-0.01,0.107
7.94,0,0.105
7.944,0,0.11
7.948,-0.005,0.1
7.952,-0.007,0.087
7.956,-0.022,0.095
7.96,-0.018,0.095
7.964,-0.025,0.102
7.968,-0.013,0.107
7.972,-0.003,0.117
7.976,0.005,0.12
7.98,0.007,0.102
7.984,-0.01,0.102
7.988,-0.015,0.095
7.992,-0.022,0.1
7.996,-0.033,0.1
8,-0.025,0.113
8.004,-0.007,0.107
8.008,0,0.128
8.012,0.005,0.12
8.016,-0.003,0.1
8.02,-0.013,0.095
8.024,-0.022,0.102
8.028,-0.028,0.102
8.032,-0.015,0.12
8.036,-0.01,0.12
8.04,-0.005,0.113
8.044,0,0.113
8.048,0,0.12
8.052,-0.007,0.095
8.056,-0.02,0.092
8.06,-0.022,0.095
8.064,-0.02,0.102
8.068,-0.007,0.12
8.072,0.005,0.128
8.076,0.007,0.125
8.08,-0.005,0.113
8.084,-0.005,0.092
8.088,-0.018,0.092
8.092,-0.028,0.102
8.096,-0.025,0.1
8.1,-0.022,0.11
8.104,0,0.12
8.108,-0.005,0.128
8.112,-0.003,0.117
8.116,0,0.11
8.12,-0.007,0.09
8.124,-0.007,0.107
8.128,-0.018,0.113
8.132,-0.018,0.122
8.136,-0.018,0.122
8.14,0,0.13
8.144,-0.003,0.128
8.148,0,0.105
8.152,-0.003,0.095
8.156,-0.007,0.102
8.16,-0.015,0.107
8.164,-0.013,0.105
8.168,-0.005,0.115
8.172,0.013,0.12
8.176,0.015,0.117
8.18,0.018,0.122
8.184,0.007,0.095
8.188,-0.003,0.098
8.192,-0.01,0.105
8.196,-0.013,0.107
8.2,-0.007,0.115
8.204,0,0.13
8.208,0.013,0.128
8.212,0.015,0.115
8.216,0.005,0.12
8.22,0,0.12
8.224,-0.03,0.122
8.228,-0.02,0.117
8.232,-0.015,0.13
8.236,-0.018,0.135
8.24,0.013,0.142
8.244,0.018,0.145
8.248,0.025,0.138
8.252,0.033,0.172
8.256,0.06,0.25
8.26,0.087,0.355
8.264,0.133,0.49
8.268,0.205,0.613
8.272,0.285,0.72
8.276,0.345,0.797
8.28,0.383,0.79
8.284,0.362,0.752
8.288,0.312,0.7
8.292,0.237,0.662
8.296,0.142,0.645
8.3,0.043,0.645
8.304,-0.048,0.635
8.308,-0.115,0.65
8.312,-0.188,0.63
8.316,-0.255,0.605
8.32,-0.31,0.585
