'Elapsed time','ECG'
16.39,-0.13
16.4,-0.095
16.41,-0.095
16.42,-0.06
16.43,-0.055
16.44,-0.015
16.45,-0.005
16.46,0.025
16.47,0.045
16.48,0.085
16.49,0.115
16.5,0.165
16.51,0.205
16.52,0.245
16.53,0.25
16.54,0.26
16.55,0.255
16.56,0.25
16.57,0.25
16.58,0.23
16.59,0.185
16.6,0.145
16.61,0.105
16.62,0.06
16.63,0.025
16.64,0.005
16.65,0
16.66,-0.01
16.67,0
16.68,0
16.69,0
16.7,0
16.71,0
16.72,0
16.73,0.005
16.74,0
16.75,-0.005
16.76,-0.005
16.77,-0.01
16.78,-0.015
16.79,-0.02
16.8,-0.025
16.81,-0.035
16.82,-0.045
16.83,-0.035
16.84,-0.05
16.85,-0.05
16.86,-0.055
16.87,-0.055
16.88,-0.06
16.89,-0.055
16.9,-0.06
16.91,-0.065
16.92,-0.065
16.93,-0.06
16.94,-0.06
16.95,-0.05
16.96,-0.07
16.97,-0.06
16.98,-0.065
16.99,-0.055
17,-0.07
17.01,-0.06
17.02,-0.08
17.03,-0.065
17.04,-0.08
17.05,-0.08
17.06,-0.085
17.07,-0.075
17.08,-0.085
17.09,-0.075
17.1,-0.09
17.11,-0.08
17.12,-0.045
17.13,0
17.14,0.04
17.15,0.07
17.16,0.18
17.17,0.145
17.18,0.05
17.19,0
17.2,-0.035
17.21,-0.085
17.22,-0.185
17.23,-0.185
17.24,-0.19
17.25,-0.17
17.26,-0.225
17.27,-0.025
17.28,0.5
17.29,1.13
17.3,1.185
17.31,-0.07
17.32,-0.7
17.33,-0.62
17.34,-0.355
17.35,-0.15
17.36,-0.16
17.37,-0.14
17.38,-0.145
17.39,-0.12
17.4,-0.115
17.41,-0.095
17.42,-0.085
17.43,-0.075
17.44,-0.065
17.45,-0.03
17.46,-0.015
17.47,0.01
17.48,0.03
17.49,0.08
17.5,0.1
17.51,0.14
17.52,0.17
17.53,0.215
17.54,0.23
17.55,0.245
17.56,0.245
17.57,0.26
17.58,0.24
17.59,0.225
17.6,0.18
17.61,0.16
17.62,0.115
17.63,0.065
17.64,0.045
17.65,0.045
17.66,0.015
17.67,0
17.68,0.005
17.69,0.005
17.7,0.01
17.71,0
17.72,0
17.73,-0.005
17.74,-0.005
17.75,-0.01
17.76,-0.02
17.77,-0.03
17.78,-0.03
17.79,-0.025
17.8,-0.04
17.81,-0.03
17.82,-0.06
17.83,-0.05
17.84,-0.045
17.85,-0.045
17.86,-0.055
17.87,-0.06
17.88,-0.055
17.89,-0.065
17.9,-0.065
17.91,-0.06
17.92,-0.055
17.93,-0.06
17.94,-0.07
17.95,-0.055
17.96,-0.075
17.97,-0.06
17.98,-0.075
17.99,-0.075
18,-0.08
18.01,-0.08
18.02,-0.09
18.03,-0.08
18.04,-0.09
18.05,-0.07
18.06,-0.07
18.07,-0.02
18.08,0.025
18.09,0.045
18.1,0.1
18.11,0.185
18.12,0.13
18.13,0.04
18.14,-0.03
18.15,-0.02
18.16,-0.13
18.17,-0.155
18.18,-0.17
18.19,-0.165
18.2,-0.18
18.21,-0.2
18.22,0.145
18.23,0.845
18.24,1.35
18.25,0.575
18.26,-0.295
18.27,-0.665
18.28,-0.545
18.29,-0.275
18.3,-0.16
18.31,-0.15
18.32,-0.145
18.33,-0.135
18.34,-0.14
18.35,-0.125
18.36,-0.105
18.37,-0.085
18.38,-0.07
18.39,-0.055
18.4,-0.04
18.41,0
18.42,0.02
18.43,0.065
18.44,0.065
18.45,0.105
18.46,0.14
18.47,0.19
18.48,0.195
18.49,0.225
18.5,0.22
18.51,0.22
18.52,0.23
18.53,0.215
18.54,0.175
18.55,0.135
18.56,0.09
18.57,0.05
18.58,0.025
18.59,0.01
18.6,-0.005
18.61,-0.015
18.62,-0.01
18.63,0
18.64,0
18.65,0
18.66,0
18.67,0
18.68,0
18.69,-0.005
18.7,0
18.71,-0.025
18.72,-0.025
18.73,-0.025
18.74,-0.025
18.75,-0.03
18.76,-0.05
18.77,-0.035
18.78,-0.05
18.79,-0.045
18.8,-0.055
18.81,-0.05
18.82,-0.055
18.83,-0.055
18.84,-0.08
18.85,-0.05
18.86,-0.065
18.87,-0.05
18.88,-0.08
18.89,-0.075
18.9,-0.075
18.91,-0.075
18.92,-0.085
18.93,-0.06
18.94,-0.08
18.95,-0.085
18.96,-0.075
18.97,-0.02
18.98,0.02
18.99,0.045
19,0.125
19.01,0.165
19.02,0.115
19.03,0.02
19.04,-0.045
19.05,-0.04
19.06,-0.165
19.07,-0.185
19.08,-0.21
19.09,-0.18
19.1,-0.205
19.11,-0.21
19.12,0.16
19.13,0.95
19.14,1.475
19.15,0.375
19.16,-0.45
19.17,-0.7
19.18,-0.525
19.19,-0.25
19.2,-0.17
19.21,-0.165
19.22,-0.165
19.23,-0.135
19.24,-0.135
19.25,-0.11
19.26,-0.115
19.27,-0.085
19.28,-0.08
19.29,-0.045
19.3,-0.035
19.31,0.01
19.32,0.02
19.33,0.04
19.34,0.09
19.35,0.13
19.36,0.17
19.37,0.205
19.38,0.21
19.39,0.25
19.4,0.235
19.41,0.25
19.42,0.225
19.43,0.225
19.44,0.17
19.45,0.125
19.46,0.1
19.47,0.035
19.48,0.01
19.49,-0.015
19.5,-0.02
19.51,-0.035
19.52,-0.025
19.53,-0.03
19.54,-0.03
19.55,-0.03
19.56,-0.035
19.57,-0.045
19.58,-0.04
19.59,-0.035
19.6,-0.04
19.61,-0.055
19.62,-0.05
19.63,-0.04
19.64,-0.07
19.65,-0.06
19.66,-0.065
19.67,-0.06
19.68,-0.095
19.69,-0.095
19.7,-0.1
19.71,-0.065
19.72,-0.095
19.73,-0.115
19.74,-0.09
19.75,-0.085
19.76,-0.12
19.77,-0.08
19.78,-0.125
19.79,-0.115
19.8,-0.105
19.81,-0.085
19.82,-0.065
19.83,0.01
19.84,0.04
19.85,0.06
19.86,0.195
19.87,0.155
19.88,0.075
19.89,0
19.9,-0.035
19.91,-0.09
19.92,-0.185
19.93,-0.18
19.94,-0.19
19.95,-0.17
19.96,-0.235
19.97,-0.08
19.98,0.445
19.99,1.18
20,1.415
20.01,0.04
20.02,-0.71
20.03,-0.675
20.04,-0.41
20.05,-0.165
20.06,-0.175
20.07,-0.14
20.08,-0.13
20.09,-0.11
20.1,-0.12
20.11,-0.1
20.12,-0.085
20.13,-0.055
20.14,-0.045
20.15,-0.015
20.16,-0.005
20.17,0.025
20.18,0.055
20.19,0.1
20.2,0.13
20.21,0.175
20.22,0.185
20.23,0.235
20.24,0.25
20.25,0.265
20.26,0.265
20.27,0.27
20.28,0.255
20.29,0.215
20.3,0.17
20.31,0.11
20.32,0.06
20.33,0.04
20.34,0
20.35,-0.01
20.36,-0.025
20.37,-0.02
20.38,-0.03
20.39,-0.04
20.4,-0.04
20.41,-0.03
20.42,-0.02
20.43,-0.03
20.44,-0.035
20.45,-0.035
20.46,-0.04
20.47,-0.055
20.48,-0.045
20.49,-0.065
20.5,-0.065
20.51,-0.075
20.52,-0.07
20.53,-0.08
20.54,-0.08
20.55,-0.09
20.56,-0.08
20.57,-0.09
20.58,-0.095
20.59,-0.1
20.6,-0.095
20.61,-0.1
20.62,-0.1
20.63,-0.11
20.64,-0.105
20.65,-0.11
20.66,-0.105
20.67,-0.09
20.68,-0.025
20.69,0.03
20.7,0.015
20.71,0.095
20.72,0.13
20.73,0.085
20.74,0.005
20.75,-0.05
20.76,-0.06
20.77,-0.175
20.78,-0.21
20.79,-0.21
20.8,-0.205
20.81,-0.21
20.82,-0.245
20.83,0.065
20.84,0.89
20.85,1.575
20.86,0.785
20.87,-0.38
20.88,-0.715
20.89,-0.475
20.9,-0.225
20.91,-0.18
20.92,-0.175
20.93,-0.165
20.94,-0.155
20.95,-0.145
20.96,-0.125
20.97,-0.115
20.98,-0.09
20.99,-0.075
21,-0.045
21.01,-0.02
21.02,0
21.03,0.035
21.04,0.07
21.05,0.11
21.06,0.15
21.07,0.19
21.08,0.23
21.09,0.26
21.1,0.27
21.11,0.275
21.12,0.28
21.13,0.27
21.14,0.24
21.15,0.195
21.16,0.145
21.17,0.095
21.18,0.055
21.19,0.025
21.2,0
21.21,-0.005
21.22,-0.01
21.23,-0.01
21.24,-0.005
21.25,-0.005
21.26,-0.005
21.27,0
21.28,0
21.29,0
21.3,0
21.31,-0.01
21.32,-0.015
21.33,-0.02
21.34,-0.025
21.35,-0.035
21.36,-0.04
21.37,-0.05
21.38,-0.055
21.39,-0.06
21.4,-0.065
21.41,-0.065
21.42,-0.065
21.43,-0.065
21.44,-0.075
21.45,-0.065
21.46,-0.075
21.47,-0.075
21.48,-0.075
21.49,-0.075
21.5,-0.08
21.51,-0.075
21.52,-0.085
21.53,-0.07
21.54,-0.08
21.55,-0.07
21.56,-0.08
21.57,-0.08
21.58,-0.09
21.59,-0.08
21.6,-0.09
21.61,-0.08
21.62,-0.095
21.63,-0.085
21.64,-0.06
21.65,-0.01
21.66,0.035
21.67,0.03
21.68,0.125
21.69,0.14
21.7,0.09
21.71,0.015
21.72,-0.03
21.73,-0.035
21.74,-0.16
21.75,-0.185
21.76,-0.185
21.77,-0.15
21.78,-0.185
21.79,-0.195
21.8,0.15
21.81,1.065
21.82,1.715
21.83,0.38
21.84,-0.62
21.85,-0.63
21.86,-0.39
21.87,-0.16
21.88,-0.165
21.89,-0.15
21.9,-0.16
21.91,-0.135
21.92,-0.135
21.93,-0.13
21.94,-0.11
21.95,-0.085
21.96,-0.07
21.97,-0.035
21.98,-0.025
21.99,0
22,0.03
22.01,0.085
22.02,0.095
22.03,0.15
22.04,0.175
22.05,0.225
22.06,0.24
22.07,0.255
22.08,0.275
22.09,0.275
22.1,0.265
22.11,0.26
22.12,0.21
22.13,0.175
22.14,0.11
22.15,0.07
22.16,0.04
22.17,0.025
22.18,0
22.19,-0.01
22.2,-0.005
22.21,-0.005
22.22,-0.02
22.23,-0.01
22.24,-0.02
22.25,-0.005
22.26,0
22.27,-0.03
22.28,-0.02
22.29,-0.025
22.3,-0.015
22.31,-0.04
22.32,-0.035
22.33,-0.045
22.34,-0.055
22.35,-0.045
22.36,-0.06
22.37,-0.06
22.38,-0.055
22.39,-0.07
22.4,-0.06
22.41,-0.07
22.42,-0.06
22.43,-0.085
22.44,-0.08
22.45,-0.07
22.46,-0.065
22.47,-0.08
22.48,-0.085
22.49,-0.08
22.5,-0.105
22.51,-0.09
22.52,-0.08
22.53,-0.085
22.54,-0.1
22.55,-0.09
22.56,-0.1
22.57,-0.08
22.58,-0.02
22.59,0.005
22.6,0.03
22.61,0.09
22.62,0.17
22.63,0.125
22.64,0.04
22.65,-0.035
22.66,-0.025
22.67,-0.155
22.68,-0.195
22.69,-0.2
22.7,-0.185
22.71,-0.195
22.72,-0.205
22.73,0.115
22.74,0.78
22.75,1.265
22.76,0.595
22.77,-0.285
22.78,-0.72
22.79,-0.615
22.8,-0.33
22.81,-0.18
22.82,-0.165
22.83,-0.15
22.84,-0.14
22.85,-0.14
22.86,-0.125
22.87,-0.115
22.88,-0.085
22.89,-0.055
22.9,-0.035
22.91,-0.025
22.92,0.005
22.93,0.01
22.94,0.06
22.95,0.08
22.96,0.1
22.97,0.145
22.98,0.17
22.99,0.21
23,0.23
23.01,0.23
23.02,0.25
23.03,0.235
23.04,0.22
23.05,0.195
23.06,0.165
23.07,0.125
23.08,0.07
23.09,0.04
23.1,0.025
23.11,0.005
23.12,-0.005
23.13,-0.01
23.14,0
23.15,0.005
23.16,0
23.17,0
23.18,-0.005
23.19,-0.01
23.2,-0.01
23.21,-0.03
23.22,-0.03
23.23,-0.02
23.24,-0.02
23.25,-0.05
23.26,-0.05
23.27,-0.065
23.28,-0.055
23.29,-0.065
23.3,-0.065
23.31,-0.07
23.32,-0.07
23.33,-0.08
23.34,-0.085
23.35,-0.085
23.36,-0.08
23.37,-0.075
23.38,-0.065
23.39,-0.09
23.4,-0.105
23.41,-0.07
23.42,-0.105
23.43,-0.075
23.44,-0.095
23.45,-0.07
23.46,-0.095
23.47,-0.085
23.48,-0.09
23.49,-0.07
23.5,-0.07
23.51,-0.005
23.52,0.02
23.53,0.045
23.54,0.135
23.55,0.2
23.56,0.115
23.57,0.03
23.58,-0.03
23.59,-0.035
23.6,-0.17
23.61,-0.175
23.62,-0.175
23.63,-0.17
23.64,-0.205
23.65,-0.165
23.66,0.265
23.67,1.075
23.68,1.57
23.69,0.21
23.7,-0.57
23.71,-0.71
23.72,-0.51
23.73,-0.24
23.74,-0.17
23.75,-0.155
23.76,-0.145
23.77,-0.135
23.78,-0.125
23.79,-0.105
23.8,-0.11
23.81,-0.055
23.82,-0.075
23.83,-0.015
23.84,-0.03
23.85,0.025
23.86,0.03
23.87,0.06
23.88,0.1
23.89,0.155
23.9,0.17
23.91,0.225
23.92,0.24
23.93,0.275
23.94,0.255
23.95,0.25
23.96,0.25
23.97,0.22
23.98,0.185
23.99,0.14
24,0.08
24.01,0.06
24.02,0.01
24.03,0
24.04,-0.01
24.05,-0.035
24.06,-0.015
24.07,-0.02
24.08,-0.02
24.09,-0.015
24.1,-0.005
24.11,0
24.12,-0.03
24.13,-0.015
24.14,-0.03
24.15,-0.04
24.16,-0.035
24.17,-0.05
24.18,-0.055
24.19,-0.06
24.2,-0.075
24.21,-0.08
24.22,-0.09
24.23,-0.07
24.24,-0.075
24.25,-0.08
24.26,-0.095
24.27,-0.085
24.28,-0.1
24.29,-0.09
24.3,-0.1
24.31,-0.1
24.32,-0.12
24.33,-0.135
24.34,-0.1
24.35,-0.015
24.36,0.01
24.37,0.035
24.38,0.12
24.39,0.17
24.4,0.085
24.41,-0.005
24.42,-0.06
24.43,-0.055
24.44,-0.195
24.45,-0.215
24.46,-0.22
24.47,-0.2
24.48,-0.25
24.49,-0.145
24.5,0.31
24.51,1.2
24.52,1.645
24.53,0.055
24.54,-0.75
24.55,-0.795
24.56,-0.505
24.57,-0.24
24.58,-0.21
24.59,-0.14
24.6,-0.17
24.61,-0.14
24.62,-0.165
24.63,-0.12
24.64,-0.115
24.65,-0.075
24.66,-0.075
24.67,-0.05
24.68,0
24.69,-0.02
24.7,0.045
24.71,0.065
24.72,0.115
24.73,0.165
24.74,0.19
24.75,0.245
24.76,0.255
24.77,0.25
24.78,0.26
24.79,0.285
24.8,0.265
24.81,0.185
24.82,0.17
24.83,0.095
24.84,0.055
24.85,0.03
24.86,-0.05
24.87,-0.025
24.88,-0.06
24.89,-0.045
24.9,-0.06
24.91,-0.07
24.92,-0.065
24.93,-0.05
24.94,-0.05
24.95,-0.055
24.96,-0.04
24.97,-0.045
24.98,-0.05
24.99,-0.05
25,-0.07
25.01,-0.095
25.02,-0.075
25.03,-0.08
25.04,-0.095
25.05,-0.085
25.06,-0.1
25.07,-0.095
25.08,-0.125
25.09,-0.1
25.1,-0.1
25.11,-0.09
25.12,-0.055
25.13,0.015
25.14,0.02
25.15,0.06
25.16,0.16
25.17,0.14
25.18,0.035
25.19,-0.025
25.2,-0.035
25.21,-0.125
25.22,-0.215
25.23,-0.21
25.24,-0.19
25.25,-0.205
25.26,-0.265
25.27,-0.005
25.28,0.745
25.29,1.48
25.3,1.13
25.31,-0.275
25.32,-0.855
25.33,-0.65
25.34,-0.355
25.35,-0.175
25.36,-0.175
25.37,-0.155
25.38,-0.15
25.39,-0.15
25.4,-0.135
25.41,-0.12
25.42,-0.075
25.43,-0.085
25.44,-0.055
25.45,-0.02
25.46,0
25.47,0.01
25.48,0.065
25.49,0.095
25.5,0.12
25.51,0.21
25.52,0.23
25.53,0.265
25.54,0.285
25.55,0.29
25.56,0.3
25.57,0.275
25.58,0.24
25.59,0.18
25.6,0.14
25.61,0.07
25.62,0.005
25.63,-0.01
25.64,-0.03
25.65,-0.065
25.66,-0.07
25.67,-0.07
25.68,-0.075
25.69,-0.08
25.7,-0.06
25.71,-0.06
25.72,-0.06
25.73,-0.055
25.74,-0.055
25.75,-0.055
25.76,-0.06
25.77,-0.07
25.78,-0.08
25.79,-0.08
25.8,-0.08
25.81,-0.11
25.82,-0.1
25.83,-0.11
25.84,-0.095
25.85,-0.11
25.86,-0.125
25.87,-0.135
25.88,-0.085
25.89,-0.06
25.9,0.005
25.91,0.015
25.92,0.045
25.93,0.145
25.94,0.135
25.95,0.03
25.96,-0.03
25.97,-0.065
25.98,-0.12
25.99,-0.225
26,-0.22
26.01,-0.225
26.02,-0.215
26.03,-0.255
26.04,-0.05
26.05,0.615
26.06,1.465
26.07,1.475
26.08,-0.185
26.09,-0.885
26.1,-0.615
26.11,-0.335
26.12,-0.17
26.13,-0.175
26.14,-0.16
26.15,-0.15
26.16,-0.14
26.17,-0.155
26.18,-0.13
26.19,-0.115
26.2,-0.06
26.21,-0.07
26.22,-0.04
26.23,-0.025
26.24,0.02
26.25,0.04
26.26,0.09
26.27,0.12
26.28,0.18
26.29,0.225
26.3,0.255
26.31,0.285
26.32,0.3
26.33,0.3
26.34,0.29
26.35,0.235
26.36,0.2
26.37,0.14
26.38,0.09
26.39,0.035
26.4,0.005
26.41,-0.025
26.42,-0.04
26.43,-0.05
26.44,-0.04
26.45,-0.045
26.46,-0.045
26.47,-0.04
26.48,-0.04
26.49,-0.045
26.5,-0.045
26.51,-0.05
26.52,-0.04
26.53,-0.065
26.54,-0.055
26.55,-0.065
26.56,-0.07
26.57,-0.08
26.58,-0.08
26.59,-0.095
26.6,-0.075
26.61,-0.09
26.62,-0.105
26.63,-0.115
26.64,-0.105
26.65,-0.125
26.66,-0.1
26.67,-0.115
26.68,-0.105
26.69,-0.07
26.7,-0.005
26.71,0.03
26.72,0.035
26.73,0.125
26.74,0.145
26.75,0.08
26.76,0.025
26.77,-0.05
26.78,-0.06
26.79,-0.19
26.8,-0.2
26.81,-0.21
26.82,-0.205
26.83,-0.225
26.84,-0.235
26.85,0.155
26.86,1.09
26.87,1.75
26.88,0.42
26.89,-0.575
26.9,-0.67
26.91,-0.42
26.92,-0.175
26.93,-0.175
26.94,-0.155
26.95,-0.165
26.96,-0.145
26.97,-0.155
26.98,-0.12
26.99,-0.125
27,-0.085
27.01,-0.08
27.02,-0.045
27.03,-0.04
27.04,0
27.05,0.025
27.06,0.065
27.07,0.09
27.08,0.15
27.09,0.18
27.1,0.225
27.11,0.24
27.12,0.265
27.13,0.275
27.14,0.28
27.15,0.26
27.16,0.235
27.17,0.18
27.18,0.125
27.19,0.07
27.2,0.03
27.21,0
27.22,-0.02
27.23,-0.03
27.24,-0.03
27.25,-0.035
27.26,-0.03
27.27,-0.03
27.28,-0.035
27.29,-0.025
27.3,-0.035
27.31,-0.035
27.32,-0.03
27.33,-0.04
27.34,-0.055
27.35,-0.06
27.36,-0.08
27.37,-0.075
27.38,-0.08
27.39,-0.08
27.4,-0.09
27.41,-0.09
27.42,-0.105
27.43,-0.1
27.44,-0.105
27.45,-0.1
27.46,-0.105
27.47,-0.1
27.48,-0.105
27.49,-0.1
27.5,-0.075
27.51,-0.005
27.52,0.04
27.53,0.005
27.54,0.115
27.55,0.135
27.56,0.1
27.57,0.005
27.58,-0.06
27.59,-0.07
27.6,-0.18
27.61,-0.215
27.62,-0.215
27.63,-0.2
27.64,-0.205
27.65,-0.245
27.66,0.06
27.67,0.89
27.68,1.58
27.69,0.7
27.7,-0.47
27.71,-0.685
27.72,-0.41
27.73,-0.19
27.74,-0.185
27.75,-0.175
27.76,-0.17
27.77,-0.15
27.78,-0.14
27.79,-0.13
27.8,-0.12
27.81,-0.095
27.82,-0.07
27.83,-0.045
27.84,-0.025
27.85,-0.005
27.86,0.025
27.87,0.05
27.88,0.085
27.89,0.135
27.9,0.18
27.91,0.21
27.92,0.24
27.93,0.27
27.94,0.26
27.95,0.27
27.96,0.27
27.97,0.24
27.98,0.19
27.99,0.14
28,0.095
28.01,0.055
28.02,0.015
28.03,-0.005
28.04,-0.005
28.05,-0.01
28.06,-0.01
28.07,-0.02
28.08,-0.015
28.09,-0.01
28.1,-0.02
28.11,-0.025
28.12,-0.02
28.13,-0.035
28.14,-0.03
28.15,-0.025
28.16,-0.055
28.17,-0.055
28.18,-0.055
28.19,-0.065
28.2,-0.07
28.21,-0.06
28.22,-0.075
28.23,-0.08
28.24,-0.095
28.25,-0.08
28.26,-0.095
28.27,-0.09
28.28,-0.09
28.29,-0.095
28.3,-0.1
28.31,-0.09
28.32,-0.11
28.33,-0.085
28.34,-0.06
28.35,-0.015
28.36,0.03
28.37,0.045
28.38,0.13
28.39,0.16
28.4,0.095
28.41,0.045
28.42,-0.035
28.43,-0.04
28.44,-0.175
28.45,-0.19
28.46,-0.195
28.47,-0.195
28.48,-0.2
28.49,-0.21
28.5,0.125
28.51,0.865
28.52,1.45
28.53,0.45
28.54,-0.48
28.55,-0.72
28.56,-0.535
28.57,-0.235
28.58,-0.18
28.59,-0.17
28.6,-0.16
28.61,-0.16
28.62,-0.145
28.63,-0.14
28.64,-0.125
28.65,-0.08
28.66,-0.085
28.67,-0.06
28.68,-0.04
28.69,0.005
28.7,0.02
28.71,0.045
28.72,0.085
28.73,0.135
28.74,0.155
28.75,0.195
28.76,0.215
28.77,0.23
28.78,0.27
28.79,0.265
28.8,0.26
28.81,0.235
28.82,0.175
28.83,0.16
28.84,0.09
28.85,0.05
28.86,0.02
28.87,0.01
28.88,-0.015
28.89,-0.025
28.9,-0.015
28.91,-0.02
28.92,-0.005
28.93,-0.03
28.94,-0.005
28.95,-0.015
28.96,-0.03
28.97,-0.02
28.98,-0.03
28.99,-0.01
29,-0.045
29.01,-0.065
29.02,-0.07
29.03,-0.075
29.04,-0.055
29.05,-0.07
29.06,-0.085
29.07,-0.065
29.08,-0.1
29.09,-0.06
29.1,-0.105
29.11,-0.08
29.12,-0.095
29.13,-0.095
29.14,-0.1
29.15,-0.09
29.16,-0.11
29.17,-0.085
29.18,-0.07
29.19,-0.005
29.2,0.025
29.21,0.055
29.22,0.14
29.23,0.155
29.24,0.09
29.25,0.02
29.26,-0.035
29.27,-0.075
29.28,-0.165
29.29,-0.195
29.3,-0.21
29.31,-0.205
29.32,-0.225
29.33,-0.17
29.34,0.22
29.35,1.055
29.36,1.545
29.37,0.19
29.38,-0.65
29.39,-0.765
29.4,-0.535
29.41,-0.235
29.42,-0.195
29.43,-0.135
29.44,-0.16
29.45,-0.135
29.46,-0.14
29.47,-0.12
29.48,-0.095
29.49,-0.08
29.5,-0.065
29.51,-0.035
29.52,-0.01
29.53,0
29.54,0.02
29.55,0.06
29.56,0.1
29.57,0.14
29.58,0.16
29.59,0.21
29.6,0.225
29.61,0.23
29.62,0.265
29.63,0.24
29.64,0.24
29.65,0.225
29.66,0.165
29.67,0.12
29.68,0.085
29.69,0.04
29.7,0
29.71,0
29.72,-0.025
29.73,-0.01
29.74,-0.025
29.75,-0.05
29.76,-0.01
29.77,-0.025
29.78,-0.03
29.79,-0.01
29.8,-0.04
29.81,-0.04
29.82,-0.04
29.83,-0.025
29.84,-0.065
29.85,-0.055
29.86,-0.075
29.87,-0.065
29.88,-0.085
29.89,-0.08
29.9,-0.07
29.91,-0.085
29.92,-0.1
29.93,-0.09
29.94,-0.09
29.95,-0.1
29.96,-0.11
29.97,-0.1
29.98,-0.09
29.99,-0.07
30,-0.045
30.01,0
30.02,0.035
30.03,0.06
30.04,0.185
30.05,0.16
30.06,0.065
30.07,0.03
30.08,-0.04
30.09,-0.11
30.1,-0.18
30.11,-0.195
30.12,-0.205
30.13,-0.185
30.14,-0.24
30.15,-0.05
30.16,0.58
30.17,1.33
30.18,1.29
30.19,-0.15
30.2,-0.84
30.21,-0.705
30.22,-0.395
30.23,-0.19
30.24,-0.175
30.25,-0.155
30.26,-0.185
30.27,-0.125
30.28,-0.145
30.29,-0.12
30.3,-0.09
30.31,-0.075
30.32,-0.05
30.33,-0.035
30.34,-0.01
30.35,0.025
30.36,0.03
30.37,0.105
30.38,0.115
30.39,0.165
30.4,0.2
30.41,0.235
30.42,0.26
30.43,0.265
30.44,0.265
30.45,0.285
30.46,0.24
30.47,0.2
30.48,0.16
30.49,0.11
30.5,0.07
30.51,0.015
30.52,-0.01
30.53,-0.015
30.54,-0.025
30.55,-0.04
30.56,-0.03
30.57,-0.02
30.58,-0.03
30.59,-0.025
30.6,-0.02
30.61,-0.03
30.62,-0.035
30.63,-0.03
30.64,-0.04
30.65,-0.05
30.66,-0.065
30.67,-0.055
30.68,-0.065
30.69,-0.065
30.7,-0.085
30.71,-0.08
30.72,-0.105
30.73,-0.085
30.74,-0.095
30.75,-0.085
30.76,-0.115
30.77,-0.1
30.78,-0.115
30.79,-0.09
30.8,-0.125
30.81,-0.105
30.82,-0.065
30.83,0
30.84,0.02
30.85,0.055
30.86,0.165
30.87,0.14
30.88,0.05
30.89,0
30.9,-0.045
30.91,-0.095
30.92,-0.195
30.93,-0.205
30.94,-0.225
30.95,-0.195
30.96,-0.23
30.97,-0.095
30.98,0.455
30.99,1.345
31,1.605
31.01,-0.075
31.02,-0.845
31.03,-0.635
31.04,-0.365
31.05,-0.16
31.06,-0.17
31.07,-0.15
31.08,-0.16
31.09,-0.135
31.1,-0.13
31.11,-0.105
31.12,-0.1
31.13,-0.07
31.14,-0.055
31.15,-0.03
31.16,-0.015
31.17,0.02
31.18,0.055
31.19,0.085
31.2,0.105
31.21,0.175
31.22,0.195
31.23,0.235
31.24,0.255
31.25,0.255
31.26,0.27
31.27,0.27
31.28,0.25
31.29,0.22
31.3,0.18
31.31,0.12
31.32,0.065
31.33,0.035
31.34,0.015
31.35,0
31.36,-0.015
31.37,-0.01
31.38,-0.02
31.39,-0.005
31.4,-0.005
31.41,-0.005
31.42,0
31.43,0
31.44,-0.005
31.45,-0.02
31.46,-0.02
31.47,-0.015
31.48,-0.03
31.49,-0.045
31.5,-0.05
31.51,-0.065
31.52,-0.075
31.53,-0.065
31.54,-0.07
31.55,-0.085
31.56,-0.08
31.57,-0.08
31.58,-0.085
31.59,-0.075
31.6,-0.08
31.61,-0.095
31.62,-0.09
31.63,-0.085
31.64,-0.075
31.65,-0.095
31.66,-0.095
31.67,-0.095
31.68,-0.095
31.69,-0.1
31.7,-0.11
31.71,-0.08
31.72,-0.025
31.73,0.025
31.74,0.02
31.75,0.095
31.76,0.155
31.77,0.11
31.78,0.015
31.79,-0.025
31.8,-0.035
31.81,-0.15
31.82,-0.19
31.83,-0.195
31.84,-0.195
31.85,-0.2
31.86,-0.235
31.87,0.065
31.88,0.87
31.89,1.575
31.9,0.8
31.91,-0.395
31.92,-0.74
31.93,-0.48
31.94,-0.22
31.95,-0.175
31.96,-0.165
31.97,-0.145
31.98,-0.135
31.99,-0.14
32,-0.12
32.01,-0.11
32.02,-0.08
32.03,-0.065
32.04,-0.05
32.05,-0.03
32.06,0
32.07,0.02
32.08,0.055
32.09,0.08
32.1,0.115
32.11,0.16
32.12,0.19
32.13,0.215
32.14,0.24
32.15,0.245
32.16,0.25
32.17,0.25
32.18,0.235
32.19,0.205
32.2,0.165
32.21,0.125
32.22,0.08
32.23,0.045
32.24,0.03
32.25,0.015
32.26,0.01
32.27,0.01
32.28,0.005
32.29,0.01
32.3,0.005
32.31,0.01
32.32,0
32.33,0
32.34,-0.005
32.35,-0.015
32.36,-0.015
32.37,-0.02
32.38,-0.03
32.39,-0.04
32.4,-0.04
32.41,-0.05
32.42,-0.05
32.43,-0.055
32.44,-0.055
32.45,-0.065
32.46,-0.065
32.47,-0.06
32.48,-0.06
32.49,-0.06
32.5,-0.07
32.51,-0.075
32.52,-0.065
32.53,-0.07
32.54,-0.065
32.55,-0.07
32.56,-0.07
32.57,-0.08
32.58,-0.075
32.59,-0.08
32.6,-0.07
32.61,-0.08
32.62,-0.075
32.63,-0.085
32.64,-0.075
32.65,-0.09
32.66,-0.075
32.67,-0.09
32.68,-0.075
32.69,-0.09
32.7,-0.075
32.71,-0.055
